year,month,date,hour,minute,second,et,x_cur,y_cur,x_log,y_log,z_log,yaw,bat
2024,11,20,15,30,47,29529.544,-0.047,-0.847,1.696,-0.683,1.009,0.157,3.093
2024,11,20,15,30,47,29628.962,-0.045,-0.861,1.698,-0.697,1.012,-0.249,3.077
2024,11,20,15,30,47,29730.571,-0.049,-0.871,1.694,-0.707,1.014,-0.827,3.109
2024,11,20,15,30,47,29832.666,-0.058,-0.887,1.685,-0.723,1.014,-1.404,3.099
2024,11,20,15,30,47,29928.966,-0.069,-0.909,1.674,-0.744,1.01,-1.729,3.083
2024,11,20,15,30,47,30029.441,-0.073,-0.925,1.671,-0.76,1.008,-1.797,3.067
2024,11,20,15,30,47,30127.616,-0.072,-0.944,1.672,-0.779,1.009,-1.584,3.072
2024,11,20,15,30,48,30229.933,-0.072,-0.968,1.672,-0.804,1.007,-1.539,3.083
2024,11,20,15,30,48,30333.532,-0.067,-0.99,1.676,-0.826,1.005,-1.265,3.072
2024,11,20,15,30,48,30427.803,-0.062,-1.002,1.681,-0.838,1.003,-0.71,3.083
2024,11,20,15,30,48,30529.838,0.0,0.0,1.683,-0.842,1.001,-0.025,3.072
2024,11,20,15,30,48,30629.801,-0.0,-0.011,1.683,-0.853,1.001,1.537,3.077
2024,11,20,15,30,48,30731.509,0.002,0.007,1.686,-0.835,0.998,2.341,3.051
2024,11,20,15,30,48,30829.318,0.002,0.026,1.685,-0.817,0.996,3.021,3.056
2024,11,20,15,30,48,30927.225,0.001,0.053,1.684,-0.789,0.991,3.16,3.051
2024,11,20,15,30,48,31028.943,0.001,0.069,1.685,-0.773,0.99,3.028,3.046
2024,11,20,15,30,48,31127.979,0.001,0.09,1.684,-0.752,0.987,2.944,3.046
2024,11,20,15,30,49,31231.133,0.01,0.098,1.693,-0.744,0.987,3.148,3.051
2024,11,20,15,30,49,31327.863,0.012,0.096,1.695,-0.746,0.991,3.58,3.062
2024,11,20,15,30,49,31427.464,0.021,0.089,1.704,-0.753,0.993,4.214,3.077
2024,11,20,15,30,49,31531.489,0.031,0.08,1.714,-0.762,0.996,4.874,3.067
2024,11,20,15,30,49,31626.468,0.034,0.074,1.718,-0.768,0.995,5.152,3.067
2024,11,20,15,30,49,31737.039,0.027,0.069,1.71,-0.773,0.993,5.19,3.051
2024,11,20,15,30,49,31829.825,0.021,0.061,1.704,-0.781,0.995,4.951,3.051
2024,11,20,15,30,49,31929.034,0.006,0.064,1.69,-0.779,0.994,4.509,3.067
2024,11,20,15,30,49,32026.466,-0.002,0.066,1.681,-0.777,0.994,4.235,3.051
2024,11,20,15,30,49,32127.624,-0.012,0.075,1.672,-0.767,0.994,4.149,3.056
2024,11,20,15,30,50,32226.851,-0.02,0.084,1.664,-0.758,0.996,4.045,3.067
2024,11,20,15,30,50,32328.932,-0.024,0.092,1.66,-0.75,0.997,3.98,3.062
2024,11,20,15,30,50,32429.448,-0.021,0.09,1.662,-0.752,0.995,3.705,3.062
2024,11,20,15,30,50,32528.380,0.0,0.0,1.656,-0.765,0.997,3.273,3.035
2024,11,20,15,30,50,32625.747,0.004,-0.005,1.66,-0.77,0.997,3.036,3.062
2024,11,20,15,30,50,32732.400,-0.005,-0.008,1.651,-0.773,0.995,2.849,3.046
2024,11,20,15,30,50,32830.207,-0.024,-0.021,1.632,-0.785,0.995,2.526,3.051
2024,11,20,15,30,50,32926.136,-0.04,-0.027,1.616,-0.791,0.997,2.212,3.062
2024,11,20,15,30,50,33028.941,-0.067,-0.027,1.589,-0.792,1.005,1.866,3.067
2024,11,20,15,30,50,33126.733,-0.081,-0.032,1.575,-0.797,1.011,1.45,3.088
2024,11,20,15,30,51,33226.983,-0.112,-0.031,1.544,-0.796,1.017,1.13,3.093
2024,11,20,15,30,51,33325.954,-0.142,-0.037,1.514,-0.802,1.013,1.061,3.067
2024,11,20,15,30,51,33425.999,-0.165,-0.038,1.492,-0.802,1.008,1.098,3.04
2024,11,20,15,30,51,33528.333,-0.197,-0.039,1.459,-0.804,1.007,1.209,3.04
2024,11,20,15,30,51,33625.512,-0.217,-0.046,1.439,-0.81,1.004,1.18,3.051
2024,11,20,15,30,51,33728.441,-0.241,-0.049,1.415,-0.814,1.004,1.069,3.046
2024,11,20,15,30,51,33829.345,-0.267,-0.058,1.389,-0.823,1.003,0.887,3.046
2024,11,20,15,30,51,33925.843,-0.29,-0.062,1.366,-0.826,1.002,0.455,3.046
2024,11,20,15,30,51,34025.817,-0.309,-0.062,1.347,-0.826,1.005,0.186,3.062
2024,11,20,15,30,51,34125.473,-0.332,-0.064,1.324,-0.828,1.005,-0.26,3.062
2024,11,20,15,30,52,34228.689,-0.361,-0.061,1.296,-0.826,1.003,-0.623,3.046
2024,11,20,15,30,52,34327.913,-0.385,-0.058,1.271,-0.822,1.002,-0.948,3.051
2024,11,20,15,30,52,34425.724,-0.399,-0.05,1.257,-0.814,1.002,-1.143,3.056
2024,11,20,15,30,52,34528.209,-0.418,-0.048,1.238,-0.812,1.0,-1.466,3.046
2024,11,20,15,30,52,34624.725,-0.441,-0.045,1.215,-0.81,1.0,-1.842,3.051
2024,11,20,15,30,52,34728.912,-0.464,-0.039,1.192,-0.804,1.003,-2.147,3.067
2024,11,20,15,30,52,34824.672,-0.474,-0.041,1.182,-0.805,1.007,-2.119,3.083
2024,11,20,15,30,52,34924.372,-0.485,-0.037,1.171,-0.801,1.009,-1.963,3.077
2024,11,20,15,30,52,35027.987,-0.491,-0.041,1.165,-0.806,1.007,-2.031,3.056
2024,11,20,15,30,52,35126.837,-0.499,-0.032,1.157,-0.797,1.006,-1.998,3.056
2024,11,20,15,30,53,35226.174,-0.498,-0.032,1.158,-0.797,1.001,-2.058,3.051
2024,11,20,15,30,53,35325.784,-0.52,-0.027,1.137,-0.792,1.003,-2.28,3.056
2024,11,20,15,30,53,35424.364,-0.532,-0.011,1.124,-0.776,1.001,-2.545,3.056
2024,11,20,15,30,53,35527.268,-0.557,-0.006,1.099,-0.77,1.003,-2.558,3.056
2024,11,20,15,30,53,35624.567,-0.578,-0.005,1.078,-0.77,1.003,-1.962,3.062
2024,11,20,15,30,53,35726.063,-0.595,-0.002,1.061,-0.767,1.003,-1.026,3.072
2024,11,20,15,30,53,35826.460,-0.606,0.006,1.051,-0.759,1.003,-0.1,3.062
2024,11,20,15,30,53,35924.258,-0.614,0.014,1.042,-0.75,1.001,0.744,3.062
2024,11,20,15,30,53,36026.803,-0.631,0.014,1.025,-0.75,0.997,1.297,3.046
2024,11,20,15,30,53,36124.274,-0.65,0.016,1.006,-0.749,0.991,1.892,3.035
2024,11,20,15,30,54,36228.104,-0.662,0.01,0.994,-0.754,0.994,2.207,3.056
2024,11,20,15,30,54,36323.780,-0.674,0.001,0.982,-0.763,0.995,1.97,3.062
2024,11,20,15,30,54,36429.397,-0.692,0.001,0.965,-0.764,0.997,1.739,3.067
2024,11,20,15,30,54,36526.293,-0.705,-0.009,0.951,-0.774,1.0,1.665,3.056
2024,11,20,15,30,54,36623.429,-0.719,-0.019,0.937,-0.783,0.998,0.997,3.062
2024,11,20,15,30,54,36723.490,-0.725,-0.017,0.931,-0.781,0.995,0.221,3.051
2024,11,20,15,30,54,36823.885,-0.739,-0.007,0.917,-0.772,0.998,-0.399,3.056
2024,11,20,15,30,54,36922.641,-0.758,-0.002,0.898,-0.767,1.002,-0.7,3.088
2024,11,20,15,30,54,37025.524,-0.759,0.009,0.897,-0.755,1.004,-0.809,3.088
2024,11,20,15,30,54,37123.511,-0.776,0.018,0.88,-0.747,1.006,-0.532,3.077
2024,11,20,15,30,55,37225.533,-0.803,0.023,0.853,-0.741,1.006,-0.257,3.062
2024,11,20,15,30,55,37323.440,-0.82,0.026,0.836,-0.739,1.001,-0.115,3.051
2024,11,20,15,30,55,37423.201,-0.841,0.03,0.815,-0.735,1.001,0.172,3.056
2024,11,20,15,30,55,37523.048,-0.875,0.032,0.781,-0.733,0.999,0.286,3.056
2024,11,20,15,30,55,37622.181,-0.903,0.031,0.754,-0.733,0.999,0.158,3.062
2024,11,20,15,30,55,37727.072,-0.923,0.033,0.734,-0.732,0.997,0.204,3.046
2024,11,20,15,30,55,37823.612,-0.946,0.036,0.71,-0.729,0.994,0.161,3.04
2024,11,20,15,30,55,37923.331,-0.978,0.036,0.678,-0.729,0.994,-0.118,3.046
2024,11,20,15,30,55,38024.226,-0.998,0.036,0.659,-0.728,0.995,-0.67,3.056
2024,11,20,15,30,55,38122.966,-1.022,0.046,0.634,-0.719,0.995,-1.028,3.062
2024,11,20,15,30,56,38227.073,-1.043,0.043,0.613,-0.722,0.992,-1.039,3.046
2024,11,20,15,30,56,38322.392,-1.066,0.049,0.59,-0.716,0.993,-0.847,3.051
2024,11,20,15,30,56,38421.547,-1.096,0.051,0.561,-0.714,0.995,-0.595,3.056
2024,11,20,15,30,56,38526.427,-1.119,0.05,0.537,-0.714,0.996,-0.464,3.056
2024,11,20,15,30,56,38621.533,-1.148,0.041,0.508,-0.723,0.995,-0.544,3.046
2024,11,20,15,30,56,38724.064,-1.172,0.037,0.484,-0.728,0.993,-0.991,3.03
2024,11,20,15,30,56,38824.272,-1.19,0.032,0.466,-0.733,0.99,-1.596,3.019
2024,11,20,15,30,56,38921.956,-1.211,0.027,0.445,-0.738,0.988,-2.294,3.025
2024,11,20,15,30,56,39021.574,-1.234,0.025,0.422,-0.74,0.988,-2.914,3.04
2024,11,20,15,30,56,39121.132,-1.253,0.029,0.403,-0.736,0.989,-3.507,3.051
2024,11,20,15,30,57,39222.459,-1.278,0.033,0.378,-0.732,0.991,-4.125,3.056
2024,11,20,15,30,57,39326.912,-1.295,0.04,0.361,-0.724,0.994,-4.525,3.056
2024,11,20,15,30,57,39420.960,-1.313,0.044,0.344,-0.721,0.997,-4.933,3.056
2024,11,20,15,30,57,39525.051,-1.331,0.049,0.325,-0.716,1.002,-4.98,3.056
2024,11,20,15,30,57,39622.027,-1.354,0.049,0.302,-0.715,1.005,-4.444,3.062
2024,11,20,15,30,57,39722.500,-1.38,0.054,0.276,-0.711,1.006,-3.175,3.067
2024,11,20,15,30,57,39821.262,-1.404,0.053,0.252,-0.712,1.005,-1.738,3.051
2024,11,20,15,30,57,39921.597,-1.419,0.052,0.237,-0.712,1.005,-0.513,3.056
2024,11,20,15,30,57,40024.199,-1.438,0.055,0.218,-0.71,1.003,0.003,3.046
2024,11,20,15,30,57,40120.538,-1.463,0.05,0.194,-0.714,1.001,0.111,3.051
2024,11,20,15,30,58,40222.302,-1.491,0.036,0.165,-0.729,0.998,0.064,3.035
2024,11,20,15,30,58,40325.786,-1.52,0.03,0.136,-0.734,0.999,-0.157,3.03
2024,11,20,15,30,58,40425.715,0.0,0.0,0.13,-0.736,1.001,-0.633,3.062
2024,11,20,15,30,58,40521.608,-0.012,-0.006,0.118,-0.742,1.0,-0.487,3.051
2024,11,20,15,30,58,40624.025,-0.016,-0.001,0.114,-0.738,1.004,-0.309,3.051
2024,11,20,15,30,58,40725.412,-0.005,-0.012,0.125,-0.748,0.99,-0.277,3.009
2024,11,20,15,30,58,40824.938,0.005,-0.005,0.135,-0.741,0.99,-0.5,3.025
2024,11,20,15,30,58,40920.504,0.025,-0.01,0.155,-0.746,0.996,-0.748,3.062
2024,11,20,15,30,58,41021.496,0.04,-0.005,0.17,-0.741,0.998,-1.002,3.072
2024,11,20,15,30,58,41120.111,0.057,-0.002,0.187,-0.739,1.001,-1.156,3.072
2024,11,20,15,30,59,41220.998,0.062,0.003,0.192,-0.733,1.003,-1.219,3.067
2024,11,20,15,30,59,41322.049,0.063,-0.001,0.193,-0.737,1.003,-1.108,3.046
2024,11,20,15,30,59,41420.806,0.066,0.001,0.196,-0.735,1.006,-0.778,3.067
2024,11,20,15,30,59,41521.023,0.058,0.001,0.188,-0.735,1.008,-0.704,3.067
2024,11,20,15,30,59,41620.226,0.049,0.005,0.179,-0.731,1.009,-0.872,3.072
2024,11,20,15,30,59,41721.972,0.038,0.002,0.168,-0.734,1.01,-0.721,3.062
2024,11,20,15,30,59,41820.488,0.031,0.012,0.161,-0.724,1.007,-0.012,3.051
2024,11,20,15,30,59,41918.911,0.034,0.005,0.164,-0.732,1.005,1.074,3.062
2024,11,20,15,30,59,42020.132,0.038,0.008,0.168,-0.728,1.002,2.245,3.04
2024,11,20,15,30,59,42119.069,0.038,0.005,0.168,-0.731,0.999,3.49,3.046
2024,11,20,15,31,00,42223.033,0.04,-0.001,0.17,-0.737,0.996,4.673,3.051
2024,11,20,15,31,00,42320.562,0.037,0.004,0.166,-0.732,0.993,5.57,3.04
2024,11,20,15,31,00,42420.650,0.0,0.0,0.165,-0.736,0.989,6.116,3.04
2024,11,20,15,31,00,42519.201,-0.011,-0.0,0.175,-0.736,0.989,6.919,3.025
2024,11,20,15,31,00,42619.466,-0.011,0.033,0.176,-0.769,0.989,9.402,3.046
2024,11,20,15,31,00,42721.969,-0.02,0.03,0.185,-0.767,0.992,13.598,3.067
2024,11,20,15,31,00,42819.478,-0.011,-0.031,0.176,-0.705,0.997,19.33,3.072
2024,11,20,15,31,00,42918.925,0.001,-0.043,0.163,-0.693,0.998,25.716,3.067
2024,11,20,15,31,00,43019.160,0.012,-0.017,0.153,-0.719,0.997,32.383,3.051
2024,11,20,15,31,00,43118.760,-0.023,-0.073,0.188,-0.664,0.999,39.032,3.067
2024,11,20,15,31,01,43221.509,-0.02,-0.056,0.185,-0.68,0.999,45.742,3.062
2024,11,20,15,31,01,43323.457,-0.043,-0.027,0.208,-0.71,0.996,52.988,3.051
2024,11,20,15,31,01,43418.832,-0.03,0.004,0.194,-0.74,0.994,60.332,3.051
2024,11,20,15,31,01,43519.863,-0.028,0.004,0.193,-0.74,0.989,67.759,3.051
2024,11,20,15,31,01,43619.107,-0.041,0.038,0.206,-0.774,0.985,74.541,3.046
2024,11,20,15,31,01,43723.721,-0.005,0.102,0.17,-0.839,0.978,82.167,3.025
2024,11,20,15,31,01,43819.487,0.012,0.089,0.152,-0.825,0.976,89.919,3.025
2024,11,20,15,31,01,43918.312,0.021,0.105,0.144,-0.841,0.975,97.417,3.025
2024,11,20,15,31,01,44019.451,0.037,0.11,0.127,-0.846,0.978,104.981,3.035
2024,11,20,15,31,01,44119.476,0.048,0.103,0.117,-0.839,0.981,111.995,3.046
2024,11,20,15,31,02,44223.985,0.061,0.18,0.103,-0.916,0.99,118.864,3.072
2024,11,20,15,31,02,44318.817,0.073,0.213,0.091,-0.949,1.0,125.834,3.077
2024,11,20,15,31,02,44417.909,0.064,0.222,0.101,-0.958,1.002,132.995,3.083
2024,11,20,15,31,02,44518.997,0.064,0.275,0.101,-1.011,1.004,140.233,3.067
2024,11,20,15,31,02,44619.830,0.044,0.257,0.121,-0.993,1.002,147.545,3.051
2024,11,20,15,31,02,44717.125,0.046,0.276,0.119,-1.013,1.004,154.657,3.062
2024,11,20,15,31,02,44819.965,0.054,0.204,0.111,-0.941,1.005,161.691,3.056
2024,11,20,15,31,02,44917.369,0.045,0.181,0.12,-0.917,1.006,169.066,3.051
2024,11,20,15,31,02,45024.355,0.02,0.194,0.144,-0.931,1.008,176.412,3.088
2024,11,20,15,31,02,45119.531,0.045,0.222,0.12,-0.958,1.006,-177.815,3.077
2024,11,20,15,31,03,45221.986,0.044,0.219,0.12,-0.955,1.0,-173.911,3.056
2024,11,20,15,31,03,45318.114,0.035,0.201,0.13,-0.937,0.992,-171.604,3.051
2024,11,20,15,31,03,45417.387,0.042,0.168,0.122,-0.904,0.982,-170.414,3.035
2024,11,20,15,31,03,45525.449,0.049,0.143,0.115,-0.879,0.975,-169.951,3.046
2024,11,20,15,31,03,45617.414,0.055,0.113,0.11,-0.849,0.968,-170.229,3.019
2024,11,20,15,31,03,45717.317,0.055,0.095,0.109,-0.832,0.963,-171.104,3.004
2024,11,20,15,31,03,45822.644,0.057,0.074,0.108,-0.81,0.959,-171.886,2.993
2024,11,20,15,31,03,45916.232,0.072,0.062,0.093,-0.798,0.96,-172.191,2.988
2024,11,20,15,31,03,46021.453,0.086,0.038,0.078,-0.775,0.97,-173.102,3.025
2024,11,20,15,31,03,46116.029,0.1,0.014,0.065,-0.75,0.984,-174.319,3.046
2024,11,20,15,31,04,46217.347,0.11,-0.009,0.054,-0.728,0.999,-175.804,3.088
2024,11,20,15,31,04,46320.622,0.123,-0.029,0.042,-0.707,1.01,-177.37,3.093
2024,11,20,15,31,04,46417.698,0.132,-0.053,0.033,-0.683,1.017,-178.236,3.072
2024,11,20,15,31,04,46519.688,0.141,-0.069,0.023,-0.667,1.022,-178.192,3.062
2024,11,20,15,31,04,46619.472,0.155,-0.082,0.01,-0.655,1.024,-177.835,3.067
2024,11,20,15,31,04,46715.924,0.161,-0.086,0.004,-0.65,1.028,-177.543,3.067
2024,11,20,15,31,04,46817.602,0.157,-0.094,0.007,-0.643,1.032,-177.553,3.077
2024,11,20,15,31,04,46916.578,0.149,-0.108,0.015,-0.629,1.037,-177.887,3.093
2024,11,20,15,31,04,47018.822,0.143,-0.12,0.022,-0.616,1.035,-178.077,3.083
2024,11,20,15,31,04,47119.364,0.134,-0.131,0.031,-0.605,1.028,-178.293,3.04
2024,11,20,15,31,05,47215.783,0.133,-0.132,0.031,-0.604,1.022,-179.475,3.035
2024,11,20,15,31,05,47315.687,0.129,-0.15,0.036,-0.586,1.016,179.173,3.03
2024,11,20,15,31,05,47416.320,0.126,-0.161,0.039,-0.575,1.013,178.476,3.019
2024,11,20,15,31,05,47518.271,0.134,-0.173,0.031,-0.563,1.012,177.667,3.046
2024,11,20,15,31,05,47617.178,0.125,-0.177,0.039,-0.56,1.011,176.875,3.046
2024,11,20,15,31,05,47714.962,0.124,-0.184,0.04,-0.552,1.009,176.089,3.04
2024,11,20,15,31,05,47816.432,0.108,-0.195,0.057,-0.541,1.012,175.455,3.051
2024,11,20,15,31,05,47917.336,0.089,-0.193,0.076,-0.543,1.011,175.654,3.035
2024,11,20,15,31,05,48017.125,0.071,-0.185,0.093,-0.551,1.011,176.26,3.056
2024,11,20,15,31,05,48117.295,0.051,-0.188,0.113,-0.549,1.01,177.009,3.035
2024,11,20,15,31,06,48215.761,0.027,-0.178,0.137,-0.558,1.008,177.975,3.03
2024,11,20,15,31,06,48317.610,0.005,-0.172,0.16,-0.565,1.007,178.722,3.04
2024,11,20,15,31,06,48425.068,-0.016,-0.165,0.18,-0.571,1.006,178.991,3.046
2024,11,20,15,31,06,48524.203,-0.038,-0.159,0.202,-0.577,1.005,179.001,3.04
2024,11,20,15,31,06,48617.523,-0.052,-0.146,0.216,-0.59,1.006,179.247,3.035
2024,11,20,15,31,06,48717.504,-0.075,-0.144,0.239,-0.593,1.0,179.49,3.019
2024,11,20,15,31,06,48814.362,-0.094,-0.137,0.259,-0.6,0.997,179.356,3.019
2024,11,20,15,31,06,48914.642,-0.122,-0.133,0.287,-0.603,0.998,179.214,3.019
2024,11,20,15,31,06,49017.552,-0.148,-0.128,0.313,-0.609,0.998,179.373,3.019
2024,11,20,15,31,06,49119.353,-0.181,-0.119,0.346,-0.617,0.998,179.523,3.035
2024,11,20,15,31,07,49215.311,-0.196,-0.118,0.361,-0.618,0.997,179.549,3.019
2024,11,20,15,31,07,49319.502,-0.22,-0.106,0.385,-0.63,0.993,-179.971,2.998
2024,11,20,15,31,07,49414.767,-0.241,-0.097,0.405,-0.639,0.993,-179.432,3.009
2024,11,20,15,31,07,49513.686,-0.243,-0.087,0.407,-0.65,0.992,-178.923,3.009
2024,11,20,15,31,07,49614.801,-0.237,-0.078,0.402,-0.658,0.996,-178.511,3.035
2024,11,20,15,31,07,49715.143,-0.23,-0.076,0.395,-0.66,0.997,-178.487,3.03
2024,11,20,15,31,07,49817.940,-0.237,-0.072,0.401,-0.665,0.996,-178.116,3.025
2024,11,20,15,31,07,49914.746,-0.242,-0.068,0.407,-0.669,0.997,-176.995,3.014
2024,11,20,15,31,07,50013.426,0.0,0.0,0.415,-0.675,1.001,-176.44,3.04
2024,11,20,15,31,07,50117.526,-0.006,-0.015,0.43,-0.681,1.004,-176.829,3.051
2024,11,20,15,31,08,50214.742,-0.007,-0.027,0.442,-0.682,1.003,-179.99,3.035
2024,11,20,15,31,08,50316.933,-0.012,-0.03,0.446,-0.687,1.0,174.453,3.009
2024,11,20,15,31,08,50415.481,0.02,-0.04,0.455,-0.655,0.996,167.277,3.014
2024,11,20,15,31,08,50513.680,0.048,-0.041,0.457,-0.626,0.992,158.809,3.004
2024,11,20,15,31,08,50613.834,-0.025,-0.046,0.461,-0.699,0.993,150.225,3.014
2024,11,20,15,31,08,50714.344,-0.032,-0.049,0.465,-0.707,0.994,141.746,3.019
2024,11,20,15,31,08,50813.325,-0.05,-0.038,0.453,-0.724,0.995,132.848,3.035
2024,11,20,15,31,08,50915.258,-0.047,0.019,0.396,-0.721,0.994,124.208,3.04
2024,11,20,15,31,08,51013.060,-0.085,0.043,0.372,-0.76,0.996,116.11,3.035
2024,11,20,15,31,08,51136.902,-0.061,0.058,0.357,-0.735,1.001,108.636,3.035
2024,11,20,15,31,09,51216.016,-0.1,0.026,0.389,-0.774,1.007,102.152,3.051
2024,11,20,15,31,09,51312.745,-0.103,-0.004,0.419,-0.777,1.011,96.642,3.051
2024,11,20,15,31,09,51412.716,-0.097,-0.022,0.437,-0.771,1.015,93.253,3.046
2024,11,20,15,31,09,51512.710,-0.089,-0.043,0.458,-0.764,1.021,91.322,3.072
2024,11,20,15,31,09,51619.887,-0.085,-0.064,0.479,-0.76,1.025,90.336,3.062
2024,11,20,15,31,09,51714.536,-0.079,-0.085,0.5,-0.753,1.027,89.996,3.056
2024,11,20,15,31,09,51812.741,-0.072,-0.095,0.51,-0.747,1.026,89.841,3.056
2024,11,20,15,31,09,51912.618,-0.072,-0.104,0.519,-0.747,1.025,89.697,3.03
2024,11,20,15,31,09,52012.327,-0.063,-0.112,0.527,-0.738,1.025,89.608,3.051
2024,11,20,15,31,09,52116.185,-0.052,-0.113,0.528,-0.726,1.028,89.497,3.062
2024,11,20,15,31,10,52215.465,-0.037,-0.123,0.538,-0.711,1.032,89.319,3.067
2024,11,20,15,31,10,52311.404,-0.021,-0.122,0.538,-0.696,1.03,88.482,3.056
2024,11,20,15,31,10,52413.332,-0.013,-0.124,0.539,-0.687,1.027,87.491,3.056
2024,11,20,15,31,10,52511.454,0.011,-0.139,0.554,-0.664,1.024,86.48,3.067
2024,11,20,15,31,10,52613.802,0.02,-0.146,0.561,-0.654,1.023,85.592,3.077
2024,11,20,15,31,10,52713.812,0.034,-0.149,0.564,-0.64,1.019,85.126,3.072
2024,11,20,15,31,10,52812.469,0.041,-0.151,0.566,-0.634,1.015,85.009,3.056
2024,11,20,15,31,10,52913.474,0.043,-0.145,0.56,-0.631,1.014,85.057,3.067
2024,11,20,15,31,10,53012.335,0.047,-0.137,0.552,-0.627,1.015,85.493,3.083
2024,11,20,15,31,10,53114.461,0.051,-0.122,0.537,-0.623,1.02,86.38,3.099
2024,11,20,15,31,11,53211.158,0.066,-0.116,0.532,-0.609,1.02,87.457,3.088
2024,11,20,15,31,11,53311.828,0.0,0.0,0.524,-0.601,1.015,88.122,3.077
2024,11,20,15,31,11,53413.232,0.003,0.006,0.519,-0.597,1.007,88.811,3.03
2024,11,20,15,31,11,53511.153,0.009,0.012,0.512,-0.592,0.993,89.459,2.988
2024,11,20,15,31,11,53612.493,0.019,0.013,0.511,-0.582,0.986,90.362,2.993
2024,11,20,15,31,11,53714.842,0.03,0.006,0.518,-0.571,0.975,91.536,2.988
2024,11,20,15,31,11,53811.732,0.047,-0.007,0.531,-0.554,0.972,92.788,3.014
2024,11,20,15,31,11,53913.108,0.07,-0.009,0.533,-0.531,0.975,93.826,3.051
2024,11,20,15,31,11,54011.974,0.09,-0.011,0.535,-0.511,0.982,94.971,3.088
2024,11,20,15,31,11,54111.458,0.117,-0.009,0.533,-0.484,0.984,95.644,3.083
2024,11,20,15,31,12,54215.419,0.142,-0.002,0.526,-0.459,0.986,95.599,3.072
2024,11,20,15,31,12,54310.867,0.167,0.007,0.517,-0.434,0.983,95.074,3.046
2024,11,20,15,31,12,54413.064,0.188,0.009,0.515,-0.412,0.984,94.648,3.051
2024,11,20,15,31,12,54515.313,0.211,0.015,0.509,-0.39,0.986,94.429,3.072
2024,11,20,15,31,12,54612.697,0.232,0.017,0.508,-0.368,0.99,94.243,3.067
2024,11,20,15,31,12,54715.241,0.254,0.024,0.5,-0.347,0.991,93.898,3.062
2024,11,20,15,31,12,54810.977,0.276,0.025,0.499,-0.325,0.99,93.476,3.062
2024,11,20,15,31,12,54911.549,0.295,0.028,0.496,-0.306,0.987,93.181,3.062
2024,11,20,15,31,12,55011.228,0.311,0.035,0.489,-0.29,0.984,92.884,3.04
2024,11,20,15,31,12,55110.120,0.332,0.039,0.485,-0.269,0.986,92.293,3.046
2024,11,20,15,31,13,55210.224,0.355,0.038,0.487,-0.246,0.988,91.825,3.077
2024,11,20,15,31,13,55313.485,0.375,0.045,0.479,-0.225,0.991,91.528,3.083
2024,11,20,15,31,13,55410.679,0.395,0.054,0.47,-0.206,0.989,91.415,3.062
2024,11,20,15,31,13,55509.510,0.409,0.069,0.456,-0.192,0.988,91.425,3.035
2024,11,20,15,31,13,55613.564,0.417,0.081,0.443,-0.184,0.988,91.614,3.062
2024,11,20,15,31,13,55710.696,0.43,0.089,0.435,-0.17,0.992,91.833,3.077
2024,11,20,15,31,13,55809.066,0.446,0.096,0.428,-0.155,0.99,91.729,3.077
2024,11,20,15,31,13,55912.514,0.464,0.095,0.429,-0.137,0.992,91.558,3.067
2024,11,20,15,31,13,56009.332,0.481,0.095,0.43,-0.12,0.996,91.517,3.083
2024,11,20,15,31,13,56124.175,0.501,0.102,0.422,-0.099,0.998,91.072,3.067
2024,11,20,15,31,14,56209.495,0.527,0.107,0.417,-0.074,1.0,90.394,3.062
2024,11,20,15,31,14,56308.824,0.55,0.106,0.419,-0.051,0.998,89.893,3.04
2024,11,20,15,31,14,56409.470,0.567,0.109,0.415,-0.034,0.991,88.836,3.04
2024,11,20,15,31,14,56510.164,0.58,0.108,0.417,-0.021,0.989,87.77,3.03
2024,11,20,15,31,14,56608.909,0.604,0.105,0.419,0.003,0.987,86.659,3.04
2024,11,20,15,31,14,56715.462,0.0,0.0,0.41,0.014,0.986,85.633,3.04
2024,11,20,15,31,14,56809.451,0.019,0.003,0.407,0.033,0.987,85.74,3.035
2024,11,20,15,31,14,56913.493,0.026,0.001,0.409,0.041,0.995,86.653,3.062
2024,11,20,15,31,14,57011.444,0.036,-0.011,0.421,0.051,0.995,88.483,3.072
2024,11,20,15,31,14,57109.050,0.036,-0.012,0.422,0.051,0.993,90.73,3.056
2024,11,20,15,31,15,57208.781,0.031,-0.018,0.428,0.045,0.988,92.053,3.04
2024,11,20,15,31,15,57308.405,0.03,-0.019,0.429,0.045,0.985,92.313,3.035
2024,11,20,15,31,15,57412.767,0.023,-0.017,0.427,0.037,0.977,91.701,3.009
2024,11,20,15,31,15,57509.414,0.026,-0.005,0.415,0.041,0.977,90.665,3.014
2024,11,20,15,31,15,57608.829,0.033,0.013,0.397,0.048,0.979,89.748,3.035
2024,11,20,15,31,15,57709.598,0.041,0.025,0.385,0.055,0.981,89.502,3.051
2024,11,20,15,31,15,57810.483,0.048,0.033,0.377,0.063,0.985,88.766,3.046
2024,11,20,15,31,15,57913.480,0.063,0.035,0.375,0.077,0.989,87.321,3.035
2024,11,20,15,31,15,58009.622,0.077,0.03,0.38,0.091,0.986,86.606,3.051
2024,11,20,15,31,15,58107.885,0.084,0.026,0.384,0.098,0.984,87.781,3.019
2024,11,20,15,31,16,58210.309,0.095,0.024,0.386,0.109,0.984,89.19,3.035
2024,11,20,15,31,16,58307.750,0.095,0.023,0.387,0.109,0.986,91.226,3.062
