2024,12,25,22,18,37,1183.840,0.0,0.0,3.507,-10.493,0.016,0.046,4.038
2024,12,25,22,18,37,1283.419,-0.455,0.853,3.053,-9.64,0.019,0.046,4.033
2024,12,25,22,18,37,1379.961,-0.507,0.723,3.0,-9.77,0.02,0.046,4.043
2024,12,25,22,18,37,1487.750,-0.988,0.634,2.52,-9.86,0.019,0.046,4.038
2024,12,25,22,18,37,1583.589,-3.524,0.495,-0.017,-9.999,0.018,0.044,4.043
2024,12,25,22,18,37,1683.836,-1.278,0.681,2.229,-9.812,0.018,0.044,4.049
2024,12,25,22,18,37,1783.807,-1.024,0.578,2.484,-9.915,0.018,0.044,4.033
2024,12,25,22,18,38,1880.743,0.824,0.685,4.332,-9.808,0.017,0.044,4.049
2024,12,25,22,18,38,1981.366,-2.084,0.243,1.424,-10.25,0.018,0.045,4.028
2024,12,25,22,18,38,2082.064,-2.264,0.244,1.244,-10.25,0.019,0.042,4.038
2024,12,25,22,18,38,2182.795,-1.746,0.236,1.761,-10.257,0.02,0.042,4.033
2024,12,25,22,18,38,2281.676,-2.788,0.041,0.719,-10.452,0.018,0.039,4.033
2024,12,25,22,18,38,2379.227,-0.976,0.512,2.532,-9.981,0.017,0.041,4.049
2024,12,25,22,18,38,2482.077,-0.669,0.489,2.838,-10.005,0.017,0.043,4.033
2024,12,25,22,18,38,2579.722,-4.397,-0.695,-0.89,-11.188,0.017,0.042,4.038
2024,12,25,22,18,38,2683.671,-5.67,-0.976,-2.163,-11.469,0.019,0.04,4.028
2024,12,25,22,18,38,2783.720,-5.733,-0.939,-2.226,-11.432,0.019,0.037,4.033
2024,12,25,22,18,39,2886.770,-7.529,-1.515,-4.021,-12.008,0.019,0.034,4.043
2024,12,25,22,18,39,2979.644,-3.507,10.493,0.0,-0.0,0.0,0.0,4.033
2024,12,25,22,18,39,3081.303,-3.507,10.493,0.0,-0.001,0.018,0.001,4.028
2024,12,25,22,18,39,3180.819,-3.507,10.491,0.001,-0.002,0.018,-0.003,4.033
2024,12,25,22,18,39,3279.464,-3.506,10.489,0.001,-0.004,0.02,0.001,4.033
2024,12,25,22,18,39,3383.356,-3.505,10.486,0.002,-0.007,0.018,-0.0,4.033
2024,12,25,22,18,39,3487.395,-3.505,10.482,0.003,-0.011,0.018,-0.003,4.033
2024,12,25,22,18,39,3584.743,-3.503,10.477,0.004,-0.016,0.016,-0.002,4.017
2024,12,25,22,18,39,3683.734,-3.502,10.472,0.005,-0.021,0.017,-0.003,4.033
2024,12,25,22,18,39,3779.607,-3.501,10.466,0.007,-0.027,0.018,-0.004,4.022
2024,12,25,22,18,40,3881.210,-3.499,10.459,0.008,-0.034,0.017,-0.005,4.017
2024,12,25,22,18,40,3978.384,-3.497,10.451,0.01,-0.042,0.018,-0.002,4.038
2024,12,25,22,18,40,4078.947,-3.495,10.442,0.012,-0.051,0.017,-0.002,4.049
2024,12,25,22,18,40,4178.590,-3.493,10.433,0.014,-0.06,0.018,-0.002,4.038
2024,12,25,22,18,40,4278.409,-3.491,10.423,0.016,-0.07,0.018,-0.0,4.049
2024,12,25,22,18,40,4378.430,-3.488,10.412,0.019,-0.081,0.017,-0.004,4.043
2024,12,25,22,18,40,4478.293,-3.486,10.402,0.021,-0.092,0.018,-0.002,4.043
2024,12,25,22,18,40,4577.702,-3.483,10.389,0.024,-0.104,0.017,-0.006,4.043
2024,12,25,22,18,40,4680.155,-3.48,10.376,0.027,-0.117,0.017,-0.005,4.049
2024,12,25,22,18,40,4779.153,-3.477,10.362,0.03,-0.132,0.016,-0.005,4.043
2024,12,25,22,18,41,4877.587,-3.474,10.347,0.034,-0.146,0.016,0.0,4.049
2024,12,25,22,18,41,4978.172,-3.47,10.333,0.037,-0.16,0.018,0.001,4.049
2024,12,25,22,18,41,5078.756,-3.467,10.317,0.041,-0.176,0.018,0.002,3.236
2024,12,25,22,18,41,5177.759,-3.463,10.299,0.045,-0.194,0.017,-0.07,3.394
2024,12,25,22,18,41,5277.439,-3.458,10.282,0.049,-0.211,0.016,-0.216,3.547
2024,12,25,22,18,41,5377.939,-3.455,10.266,0.053,-0.227,0.017,-0.26,3.542
2024,12,25,22,18,41,5476.709,-3.451,10.25,0.056,-0.243,0.018,-0.295,3.552
2024,12,25,22,18,41,5577.018,-3.447,10.235,0.06,-0.258,0.017,-0.233,3.505
2024,12,25,22,18,41,5676.426,-3.444,10.222,0.063,-0.271,0.018,-0.011,3.516
2024,12,25,22,18,41,5777.669,-3.379,10.79,0.128,0.297,0.018,1.345,3.442
2024,12,25,22,18,42,5878.122,-3.515,11.021,-0.008,0.528,0.003,3.008,3.389
2024,12,25,22,18,42,5977.682,-3.586,11.149,-0.079,0.656,-0.002,4.685,3.336
2024,12,25,22,18,42,6076.590,-3.671,11.411,-0.164,0.917,0.029,4.871,3.5
2024,12,25,22,18,42,6177.274,-3.728,11.498,-0.22,1.005,0.021,4.698,3.315
2024,12,25,22,18,42,6276.638,-3.715,11.378,-0.207,0.884,0.015,3.754,3.267
2024,12,25,22,18,42,6377.008,-3.73,11.364,-0.223,0.87,0.019,3.248,3.267
2024,12,25,22,18,42,6476.738,-3.75,11.438,-0.242,0.945,0.036,3.057,3.326
2024,12,25,22,18,42,6577.485,-3.78,11.5,-0.272,1.006,0.06,3.014,3.315
2024,12,25,22,18,42,6677.264,-3.776,11.486,-0.268,0.993,0.094,3.136,3.362
2024,12,25,22,18,42,6776.406,-3.768,11.459,-0.261,0.966,0.113,3.1,3.278
2024,12,25,22,18,43,6875.971,-3.765,11.446,-0.257,0.953,0.128,3.335,3.252
2024,12,25,22,18,43,6976.975,-3.763,11.44,-0.256,0.947,0.143,3.841,3.178
2024,12,25,22,18,43,7076.494,-3.764,11.438,-0.257,0.945,0.161,4.095,3.178
2024,12,25,22,18,43,7176.349,-3.768,11.443,-0.261,0.95,0.187,3.86,3.178
2024,12,25,22,18,43,7276.889,-3.772,11.449,-0.265,0.956,0.212,3.405,3.209
2024,12,25,22,18,43,7375.359,-3.776,11.455,-0.269,0.962,0.244,2.902,3.188
2024,12,25,22,18,43,7475.776,-3.78,11.461,-0.272,0.968,0.283,2.378,3.262
2024,12,25,22,18,43,7575.044,-3.78,11.464,-0.273,0.97,0.321,1.851,3.236
2024,12,25,22,18,43,7675.517,-3.773,11.473,-0.266,0.98,0.358,1.512,3.257
2024,12,25,22,18,43,7776.254,-3.774,11.478,-0.267,0.985,0.396,1.261,3.236
2024,12,25,22,18,44,7876.279,-3.775,11.484,-0.268,0.991,0.43,1.055,3.246
2024,12,25,22,18,44,7976.554,-3.779,11.489,-0.272,0.996,0.461,0.926,3.23
2024,12,25,22,18,44,8075.538,-3.786,11.494,-0.279,1.001,0.49,0.93,3.236
2024,12,25,22,18,44,8175.867,-3.794,11.499,-0.287,1.006,0.523,0.959,3.23
2024,12,25,22,18,44,8275.446,-3.801,11.506,-0.294,1.013,0.55,1.088,3.252
2024,12,25,22,18,44,8375.720,-3.811,11.515,-0.304,1.022,0.581,1.33,3.22
